id,month,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,brand_new_vehicles,pre_owned_vehicles,category_non_transport,category_transport,district,mmm,quarter,fiscal_year
1,2019-04-01,17910,3011,76,22,15308,4429,0,4,1278,16110,4182,717,19542,1477,19856,1163,Rangareddy,Apr,Q1,2019
2,2019-04-01,3066,306,6,0,2995,142,49,64,128,3156,189,33,3322,56,3203,175,Kamareddy,Apr,Q1,2019
3,2019-04-01,1577,215,0,0,1546,79,29,21,117,1683,104,5,1751,41,1648,144,Rajanna Sircilla,Apr,Q1,2019
4,2019-04-01,1961,281,2,0,1939,72,72,48,113,2082,146,16,2209,35,2075,169,Jangoan,Apr,Q1,2019
5,2019-04-01,1552,309,0,0,1512,76,69,109,95,1696,145,20,1820,41,1701,160,Jayashankar Bhupalpally,Apr,Q1,2019
6,2019-04-01,4550,660,0,0,4431,264,193,84,238,4714,450,44,5104,106,4802,408,Mahabubnagar,Apr,Q1,2019
7,2019-04-01,3112,496,0,0,3038,233,70,72,195,3276,279,53,3470,138,3353,255,Siddipet,Apr,Q1,2019
8,2019-04-01,2200,496,0,0,2160,110,74,162,190,2483,194,19,2645,51,2440,256,Nagarkurnool,Apr,Q1,2019
9,2019-04-01,1736,263,2,9,1678,121,55,70,86,1806,173,31,1980,30,1879,131,Nirmal,Apr,Q1,2019
10,2019-04-01,2033,173,0,0,2017,67,22,47,53,2111,87,8,2162,44,2134,72,Jogulamba Gadwal,Apr,Q1,2019
11,2019-04-01,2066,350,4,5,1993,146,62,69,155,2181,208,34,2371,54,2222,203,Peddapalli,Apr,Q1,2019
12,2019-04-01,3636,877,6,2,3502,341,481,74,123,3666,796,59,4412,109,3928,593,Vikarabad,Apr,Q1,2019
13,2019-04-01,2006,367,9,14,1924,178,112,12,170,2081,295,20,2330,66,2128,268,Mancherial,Apr,Q1,2019
14,2019-04-01,4656,744,2,12,4481,330,92,200,311,4947,399,68,5294,120,5035,379,Nalgonda,Apr,Q1,2019
15,2019-04-01,3295,676,1,2,3192,202,113,120,347,3606,295,71,3911,63,3526,448,Suryapet,Apr,Q1,2019
16,2019-04-01,2786,440,2,0,2720,135,106,121,146,2951,245,30,3120,108,2986,242,Jagtial,Apr,Q1,2019
17,2019-04-01,2468,470,2,12,2398,198,56,81,219,2679,236,37,2899,53,2690,262,Yadadri Bhuvanagiri,Apr,Q1,2019
18,2019-04-01,3028,579,0,15,2897,278,112,60,275,3195,382,45,3514,108,3262,360,Karimnagar,Apr,Q1,2019
19,2019-04-01,24309,2957,284,1540,22081,3749,1518,0,1742,23082,5306,698,27121,1969,25973,3117,Hyderabad,Apr,Q1,2019
20,2019-04-01,19273,3634,42,16,17309,3871,0,18,1767,18567,3684,695,21570,1395,21326,1639,Medchal_Malkajgiri,Apr,Q1,2019
21,2019-04-01,5291,1115,25,8,4854,842,282,56,405,5220,1072,147,6165,274,5808,631,Sangareddy,Apr,Q1,2019
22,2019-04-01,2240,439,2,0,2181,145,144,31,180,2374,273,34,2545,136,2363,318,Medak,Apr,Q1,2019
23,2019-04-01,4701,772,2,22,4493,481,188,110,225,4785,646,66,5426,71,5096,401,Nizamabad,Apr,Q1,2019
24,2019-04-01,1752,262,0,0,1722,72,58,64,98,1865,131,18,1992,22,1865,149,Wanaparthy,Apr,Q1,2019
25,2019-04-01,5740,760,4,49,5628,345,228,86,266,5939,535,79,6412,141,6077,476,Khammam,Apr,Q1,2019
26,2019-04-01,1945,297,1,2,1923,48,85,49,140,2087,144,14,2203,42,2030,215,Mahabubabad,Apr,Q1,2019
27,2019-04-01,3527,669,2,4,3409,234,231,74,254,3683,467,52,4096,106,3725,477,Bhadradri Kothagudem,Apr,Q1,2019
28,2019-04-01,1758,326,0,2,1697,116,77,13,183,1823,184,79,2061,25,1832,254,Adilabad,Apr,Q1,2019
29,2019-04-01,5371,999,3,6,5158,537,190,78,416,5564,725,90,6216,163,5792,587,Warangal,Apr,Q1,2019
30,2019-04-01,1149,155,0,0,1136,27,53,0,88,1212,76,14,1288,16,1167,137,Kumurambheem Asifabad,Apr,Q1,2019
31,2019-05-01,6101,988,7,10,5784,635,150,117,420,6168,765,171,6897,209,6558,548,Warangal,May,Q1,2019
32,2019-05-01,1870,190,0,9,1823,96,71,6,73,1883,159,27,2040,29,1926,143,Adilabad,May,Q1,2019
33,2019-05-01,3364,828,2,2,3260,249,245,185,257,3635,487,74,4097,99,3708,488,Bhadradri Kothagudem,May,Q1,2019
34,2019-05-01,2126,415,0,0,2089,72,76,91,213,2347,151,43,2503,38,2257,284,Mahabubabad,May,Q1,2019
35,2019-05-01,4989,926,0,56,4845,364,250,166,346,5274,626,65,5671,300,5399,572,Khammam,May,Q1,2019
36,2019-05-01,5795,900,4,25,5564,473,234,160,293,5966,673,85,6591,133,6212,512,Nizamabad,May,Q1,2019
37,2019-05-01,18836,3695,69,47,16642,4123,0,14,1868,17840,3864,929,21106,1541,20919,1728,Medchal_Malkajgiri,May,Q1,2019
38,2019-05-01,5458,1157,5,2,5050,810,255,46,461,5379,1027,208,6313,309,5949,673,Sangareddy,May,Q1,2019
39,2019-05-01,24949,3035,83,1755,21847,4028,1705,6,2236,23513,5501,806,27738,2084,26018,3804,Hyderabad,May,Q1,2019
40,2019-05-01,1587,298,0,0,1555,61,64,71,134,1734,129,22,1831,54,1693,192,Wanaparthy,May,Q1,2019
41,2019-05-01,17962,3280,76,27,15060,4667,0,13,1605,15958,4454,903,19894,1451,19888,1457,Rangareddy,May,Q1,2019
42,2019-05-01,2404,595,0,16,2321,231,53,144,266,2695,285,35,2942,73,2709,306,Yadadri Bhuvanagiri,May,Q1,2019
43,2019-05-01,2134,453,0,0,2076,123,143,86,159,2303,262,22,2509,78,2294,293,Medak,May,Q1,2019
44,2019-05-01,2846,753,0,14,2698,290,124,105,396,3080,440,93,3510,103,3133,480,Karimnagar,May,Q1,2019
45,2019-05-01,963,163,2,0,954,33,64,6,71,1023,96,7,1113,15,995,133,Kumurambheem Asifabad,May,Q1,2019
46,2019-05-01,5141,1103,4,12,5001,367,126,302,464,5654,498,102,6163,97,5694,566,Nalgonda,May,Q1,2019
47,2019-05-01,1639,207,4,0,1611,62,25,37,115,1751,85,14,1810,40,1722,128,Rajanna Sircilla,May,Q1,2019
48,2019-05-01,1617,313,0,0,1575,85,42,104,124,1773,132,23,1796,134,1784,146,Jangoan,May,Q1,2019
49,2019-05-01,1741,344,0,0,1703,84,58,141,99,1915,146,24,2048,37,1934,151,Jayashankar Bhupalpally,May,Q1,2019
50,2019-05-01,3975,823,4,2,3874,300,212,86,332,4199,518,78,4680,124,4288,516,Mahabubnagar,May,Q1,2019
51,2019-05-01,3338,603,2,0,3236,252,60,103,292,3577,329,37,3837,106,3605,338,Siddipet,May,Q1,2019
52,2019-05-01,1816,470,0,0,1778,100,64,114,230,2075,179,32,2246,40,1998,288,Nagarkurnool,May,Q1,2019
53,2019-05-01,3080,378,10,2,3026,160,60,61,163,3208,223,39,3413,57,3257,213,Kamareddy,May,Q1,2019
54,2019-05-01,2424,276,0,8,2360,137,49,51,111,2482,181,45,2672,36,2560,148,Nirmal,May,Q1,2019
55,2019-05-01,1899,471,7,9,1828,174,142,18,224,2040,304,42,2316,70,2033,353,Mancherial,May,Q1,2019
56,2019-05-01,4075,954,4,0,3973,304,530,58,168,4154,815,64,4899,134,4351,682,Vikarabad,May,Q1,2019
57,2019-05-01,4823,879,0,0,4721,219,77,240,445,5298,282,120,5549,153,5192,510,Suryapet,May,Q1,2019
58,2019-05-01,1684,193,0,0,1659,72,38,44,64,1755,106,10,1843,34,1777,100,Jogulamba Gadwal,May,Q1,2019
59,2019-05-01,2907,541,0,0,2831,178,67,137,235,3158,245,43,3376,72,3156,292,Jagtial,May,Q1,2019
60,2019-05-01,1893,374,4,2,1822,165,70,72,144,2006,249,18,2215,58,2067,206,Peddapalli,May,Q1,2019
61,2019-06-01,2257,652,2,14,2195,188,65,121,356,2618,233,70,2855,70,2534,391,Yadadri Bhuvanagiri,Jun,Q1,2019
62,2019-06-01,5365,1275,16,10,5110,559,237,216,544,5688,771,197,6483,183,5912,754,Warangal,Jun,Q1,2019
63,2019-06-01,1384,243,0,2,1352,105,93,0,79,1399,186,44,1599,30,1469,160,Adilabad,Jun,Q1,2019
64,2019-06-01,2865,989,2,2,2750,259,273,248,328,3250,522,84,3740,118,3283,575,Bhadradri Kothagudem,Jun,Q1,2019
65,2019-06-01,1746,521,0,2,1707,74,104,134,250,2046,174,49,2227,42,1923,346,Mahabubabad,Jun,Q1,2019
66,2019-06-01,4476,1114,4,54,4317,428,283,274,346,4840,671,133,5456,192,5037,611,Khammam,Jun,Q1,2019
67,2019-06-01,5427,1001,10,28,5212,509,243,223,279,5639,705,120,6332,134,5954,512,Nizamabad,Jun,Q1,2019
68,2019-06-01,1908,548,4,2,1868,122,181,76,215,2117,295,48,2375,87,2072,390,Medak,Jun,Q1,2019
69,2019-06-01,19367,3656,95,35,16711,4376,0,21,2045,17798,4327,984,21387,1766,21210,1943,Rangareddy,Jun,Q1,2019
70,2019-06-01,20110,3961,60,39,18033,3964,0,22,2151,19435,3715,964,22619,1551,22151,2019,Medchal_Malkajgiri,Jun,Q1,2019
71,2019-06-01,28578,3210,58,1696,25563,4018,1640,0,2321,27197,5388,935,31319,2223,29698,3844,Hyderabad,Jun,Q1,2019
72,2019-06-01,1517,460,0,0,1470,96,114,153,144,1739,210,20,1938,39,1733,244,Wanaparthy,Jun,Q1,2019
73,2019-06-01,2950,816,8,18,2793,344,148,130,377,3195,463,114,3693,99,3299,493,Karimnagar,Jun,Q1,2019
74,2019-06-01,741,174,0,0,723,34,72,4,82,791,116,6,903,12,761,154,Kumurambheem Asifabad,Jun,Q1,2019
75,2019-06-01,5119,1386,35,5,4735,783,388,84,555,5207,1125,189,6236,309,5632,913,Sangareddy,Jun,Q1,2019
76,2019-06-01,3432,1055,0,0,3360,215,102,381,429,4060,285,136,4370,117,3971,516,Suryapet,Jun,Q1,2019
77,2019-06-01,1892,604,0,8,1801,172,177,53,301,2081,353,68,2447,57,2040,464,Mancherial,Jun,Q1,2019
78,2019-06-01,4514,1163,2,30,4364,346,172,337,490,5099,531,77,5572,137,5071,638,Nalgonda,Jun,Q1,2019
79,2019-06-01,2783,468,8,2,2722,132,124,71,212,2945,273,41,3173,88,2935,326,Kamareddy,Jun,Q1,2019
80,2019-06-01,1493,293,0,0,1454,87,30,42,173,1656,109,21,1751,35,1589,197,Rajanna Sircilla,Jun,Q1,2019
81,2019-06-01,1381,342,0,0,1367,68,71,105,112,1534,140,49,1679,44,1549,174,Jangoan,Jun,Q1,2019
82,2019-06-01,3619,897,6,0,3534,252,281,93,362,3877,520,117,4403,119,3897,625,Mahabubnagar,Jun,Q1,2019
83,2019-06-01,3279,699,6,4,3217,215,119,185,252,3599,307,80,3846,142,3646,342,Siddipet,Jun,Q1,2019
84,2019-06-01,1571,637,0,0,1522,97,114,351,124,1964,209,33,2174,34,1980,228,Jayashankar Bhupalpally,Jun,Q1,2019
85,2019-06-01,1705,394,2,10,1646,131,81,95,158,1850,203,58,2076,35,1879,232,Nirmal,Jun,Q1,2019
86,2019-06-01,3173,697,0,0,3080,219,78,262,231,3512,281,73,3809,61,3573,297,Jagtial,Jun,Q1,2019
87,2019-06-01,1751,220,0,0,1725,54,37,46,109,1866,92,13,1920,51,1829,142,Jogulamba Gadwal,Jun,Q1,2019
88,2019-06-01,2070,511,8,2,1998,183,68,167,175,2305,232,54,2530,61,2352,239,Peddapalli,Jun,Q1,2019
89,2019-06-01,3203,830,2,4,3100,310,412,66,151,3271,695,73,3890,149,3484,555,Vikarabad,Jun,Q1,2019
90,2019-06-01,1818,515,0,0,1784,94,88,152,215,2119,189,23,2306,27,2038,295,Nagarkurnool,Jun,Q1,2019
91,2019-07-01,2997,461,0,2,2958,92,113,134,163,3203,211,44,3351,109,3203,257,Jagtial,Jul,Q2,2019
92,2019-07-01,1615,419,10,10,1558,123,142,28,203,1743,264,45,1992,62,1715,339,Mancherial,Jul,Q2,2019
93,2019-07-01,3027,865,4,4,2950,233,507,50,160,3115,734,51,3746,154,3245,655,Vikarabad,Jul,Q2,2019
94,2019-07-01,1649,370,0,5,1589,113,80,97,145,1798,204,22,1959,65,1807,217,Peddapalli,Jul,Q2,2019
95,2019-07-01,1861,165,2,0,1851,47,33,34,63,1944,68,16,1995,33,1937,91,Jogulamba Gadwal,Jul,Q2,2019
96,2019-07-01,1431,278,0,9,1381,105,93,44,95,1495,194,29,1680,38,1540,178,Nirmal,Jul,Q2,2019
97,2019-07-01,2144,354,0,4,2087,108,85,67,155,2275,203,22,2450,52,2268,234,Kamareddy,Jul,Q2,2019
98,2019-07-01,2781,525,0,2,2723,179,141,95,170,2960,306,42,3206,102,3011,297,Siddipet,Jul,Q2,2019
99,2019-07-01,3578,716,2,0,3472,232,275,60,257,3721,495,80,4182,114,3783,513,Mahabubnagar,Jul,Q2,2019
100,2019-07-01,1581,490,1,0,1537,77,104,238,116,1884,183,4,2028,44,1858,214,Jayashankar Bhupalpally,Jul,Q2,2019
101,2019-07-01,1318,247,0,2,1291,59,79,56,82,1401,148,18,1533,34,1412,155,Jangoan,Jul,Q2,2019
102,2019-07-01,1230,224,0,0,1214,49,59,13,119,1333,109,11,1408,46,1282,172,Rajanna Sircilla,Jul,Q2,2019
103,2019-07-01,4398,956,2,71,4268,269,268,152,470,4795,545,85,5260,167,4711,716,Nalgonda,Jul,Q2,2019
104,2019-07-01,1970,482,0,0,1938,110,72,87,245,2246,173,32,2413,39,2147,305,Nagarkurnool,Jul,Q2,2019
105,2019-07-01,3144,803,0,2,3059,196,117,229,348,3565,298,77,3833,116,3490,459,Suryapet,Jul,Q2,2019
106,2019-07-01,2745,528,0,25,2632,261,135,57,213,2848,373,77,3164,134,2958,340,Karimnagar,Jul,Q2,2019
107,2019-07-01,2363,437,0,72,2286,187,137,37,225,2512,312,48,2805,67,2527,345,Yadadri Bhuvanagiri,Jul,Q2,2019
108,2019-07-01,1524,318,0,0,1495,80,54,72,141,1687,135,18,1790,52,1667,175,Wanaparthy,Jul,Q2,2019
109,2019-07-01,26435,2937,79,2326,24328,3561,2287,2,1599,25250,5829,688,29401,2376,27989,3788,Hyderabad,Jul,Q2,2019
110,2019-07-01,19433,3484,155,53,17691,3186,0,16,2232,19041,3411,653,21570,1555,20981,2144,Medchal_Malkajgiri,Jul,Q2,2019
111,2019-07-01,4687,1186,42,5,4386,619,433,31,451,4781,1011,126,5598,322,5069,851,Sangareddy,Jul,Q2,2019
112,2019-07-01,1550,414,0,0,1500,113,177,51,123,1665,272,27,1918,46,1666,298,Medak,Jul,Q2,2019
113,2019-07-01,4391,782,10,24,4236,340,277,97,257,4543,604,58,5075,132,4683,524,Nizamabad,Jul,Q2,2019
114,2019-07-01,18266,3038,72,39,15846,3762,0,10,1797,16907,3729,741,19700,1715,19726,1689,Rangareddy,Jul,Q2,2019
115,2019-07-01,4114,714,0,41,3999,273,263,91,241,4278,522,69,4666,203,4379,490,Khammam,Jul,Q2,2019
116,2019-07-01,1664,436,0,0,1643,53,113,29,262,1885,174,41,2054,46,1729,371,Mahabubabad,Jul,Q2,2019
117,2019-07-01,2767,650,0,2,2667,215,275,113,149,2908,466,43,3295,124,3001,418,Bhadradri Kothagudem,Jul,Q2,2019
118,2019-07-01,1264,197,0,9,1230,84,72,10,74,1299,151,20,1455,15,1328,142,Adilabad,Jul,Q2,2019
119,2019-07-01,4805,929,2,10,4592,398,279,156,321,4987,674,85,5546,200,5171,575,Warangal,Jul,Q2,2019
120,2019-07-01,717,145,2,0,703,35,70,2,54,742,109,10,852,12,742,122,Kumurambheem Asifabad,Jul,Q2,2019
121,2019-08-01,3821,809,5,58,3661,314,227,117,374,4093,543,57,4530,163,4107,586,Nalgonda,Aug,Q2,2019
122,2019-08-01,1730,458,2,8,1641,178,195,14,170,1759,373,66,2126,72,1837,361,Mancherial,Aug,Q2,2019
123,2019-08-01,2593,900,4,0,2501,273,504,40,179,2680,774,43,3377,120,2827,670,Vikarabad,Aug,Q2,2019
124,2019-08-01,1895,385,2,2,1820,170,107,31,156,1957,271,56,2217,67,2027,257,Peddapalli,Aug,Q2,2019
125,2019-08-01,1660,185,2,0,1643,59,25,55,65,1757,79,11,1807,40,1763,84,Jogulamba Gadwal,Aug,Q2,2019
126,2019-08-01,2614,469,4,2,2521,230,107,43,188,2738,321,30,2956,133,2811,278,Siddipet,Aug,Q2,2019
127,2019-08-01,1780,466,0,0,1744,94,102,108,198,2013,193,38,2214,32,1961,285,Nagarkurnool,Aug,Q2,2019
128,2019-08-01,3171,771,4,0,3075,275,282,46,268,3331,566,49,3842,104,3412,534,Mahabubnagar,Aug,Q2,2019
129,2019-08-01,1290,323,2,0,1252,106,80,84,93,1414,176,25,1569,46,1446,169,Jayashankar Bhupalpally,Aug,Q2,2019
130,2019-08-01,1313,248,0,4,1290,76,69,28,102,1406,134,25,1535,30,1408,157,Jangoan,Aug,Q2,2019
131,2019-08-01,2617,524,0,2,2525,196,110,93,219,2782,284,75,3052,91,2828,315,Suryapet,Aug,Q2,2019
132,2019-08-01,2331,399,2,0,2254,170,92,76,140,2446,248,38,2658,74,2508,224,Jagtial,Aug,Q2,2019
133,2019-08-01,3117,653,1,18,2967,361,174,62,225,3212,494,83,3658,131,3398,391,Karimnagar,Aug,Q2,2019
134,2019-08-01,573,176,2,0,575,16,77,2,81,646,89,16,739,12,597,154,Kumurambheem Asifabad,Aug,Q2,2019
135,2019-08-01,5021,861,6,6,4775,530,229,58,302,5059,716,119,5671,223,5382,512,Warangal,Aug,Q2,2019
136,2019-08-01,1137,209,1,4,1103,89,71,6,82,1181,145,25,1330,21,1203,148,Adilabad,Aug,Q2,2019
137,2019-08-01,2149,558,0,2,2018,248,226,40,177,2205,457,47,2614,95,2310,399,Bhadradri Kothagudem,Aug,Q2,2019
138,2019-08-01,1294,354,2,0,1269,52,139,20,170,1428,202,18,1616,34,1348,302,Mahabubabad,Aug,Q2,2019
139,2019-08-01,3622,791,0,77,3463,362,343,77,245,3731,673,85,4346,144,3912,578,Khammam,Aug,Q2,2019
140,2019-08-01,1320,218,0,0,1287,78,58,23,92,1388,134,16,1500,38,1388,150,Rajanna Sircilla,Aug,Q2,2019
141,2019-08-01,4110,712,0,40,3926,396,271,38,231,4137,643,82,4716,146,4378,484,Nizamabad,Aug,Q2,2019
142,2019-08-01,1538,405,0,4,1473,143,158,25,148,1629,290,28,1839,108,1654,293,Medak,Aug,Q2,2019
143,2019-08-01,4576,1341,18,10,4154,869,439,18,465,4505,1263,173,5593,352,5084,861,Sangareddy,Aug,Q2,2019
144,2019-08-01,19772,3728,48,59,17602,4008,0,16,1981,18938,3935,728,21898,1709,21725,1882,Medchal_Malkajgiri,Aug,Q2,2019
145,2019-08-01,26643,2880,79,2086,24285,3870,2041,2,1490,25215,5740,717,29328,2360,28247,3441,Hyderabad,Aug,Q2,2019
146,2019-08-01,1386,275,0,0,1351,68,69,60,113,1499,147,15,1636,25,1485,176,Wanaparthy,Aug,Q2,2019
147,2019-08-01,18269,3446,68,34,15533,4084,0,14,2186,16802,4216,781,20159,1658,19721,2096,Rangareddy,Aug,Q2,2019
148,2019-08-01,1909,462,2,347,1825,207,421,30,237,2044,650,26,2655,65,2074,646,Yadadri Bhuvanagiri,Aug,Q2,2019
149,2019-08-01,2267,255,2,0,2192,140,84,25,83,2284,220,20,2429,95,2363,161,Kamareddy,Aug,Q2,2019
150,2019-08-01,1269,264,0,20,1213,106,92,30,112,1328,199,24,1530,23,1351,202,Nirmal,Aug,Q2,2019
151,2019-09-01,1163,289,0,2,1132,76,43,60,143,1312,123,19,1410,44,1272,182,Rajanna Sircilla,Sep,Q2,2019
152,2019-09-01,1886,379,4,4,1822,122,96,92,141,2011,218,44,2216,57,2038,235,Kamareddy,Sep,Q2,2019
153,2019-09-01,1043,288,0,0,1020,52,80,93,86,1190,133,8,1282,49,1167,164,Wanaparthy,Sep,Q2,2019
154,2019-09-01,20236,2476,65,1636,17395,3120,1614,0,2284,19205,4621,579,22331,2082,20602,3811,Hyderabad,Sep,Q2,2019
155,2019-09-01,14393,2994,43,22,12625,3217,0,12,1598,13726,3163,561,15974,1478,15949,1503,Medchal_Malkajgiri,Sep,Q2,2019
156,2019-09-01,3798,1030,7,17,3419,676,331,44,382,3758,980,114,4538,314,4167,685,Sangareddy,Sep,Q2,2019
157,2019-09-01,1314,408,2,0,1285,66,176,46,151,1466,242,16,1666,58,1405,319,Medak,Sep,Q2,2019
158,2019-09-01,3538,715,8,39,3408,286,236,112,258,3714,514,72,4188,112,3838,462,Nizamabad,Sep,Q2,2019
159,2019-09-01,479,148,0,0,465,20,86,5,51,515,104,8,607,20,490,137,Kumurambheem Asifabad,Sep,Q2,2019
160,2019-09-01,2926,706,4,63,2789,315,271,77,247,3048,596,55,3537,162,3198,501,Khammam,Sep,Q2,2019
161,2019-09-01,1057,305,0,0,1030,53,110,47,122,1166,171,25,1332,30,1132,230,Mahabubabad,Sep,Q2,2019
162,2019-09-01,1772,496,0,2,1672,178,190,47,183,1852,377,39,2165,105,1903,367,Bhadradri Kothagudem,Sep,Q2,2019
163,2019-09-01,944,219,0,9,910,60,83,14,105,1012,149,11,1157,15,993,179,Adilabad,Sep,Q2,2019
164,2019-09-01,3860,853,2,4,3651,388,262,122,296,4000,661,58,4517,202,4174,545,Warangal,Sep,Q2,2019
165,2019-09-01,1424,458,0,364,1368,167,426,72,213,1612,607,27,2176,70,1623,623,Yadadri Bhuvanagiri,Sep,Q2,2019
166,2019-09-01,14807,2829,152,35,11564,3600,0,12,2647,13431,3777,604,16297,1526,15276,2547,Rangareddy,Sep,Q2,2019
167,2019-09-01,2608,622,0,2,2531,181,129,130,261,2838,326,68,3146,86,2848,384,Suryapet,Sep,Q2,2019
168,2019-09-01,2088,632,0,26,1957,275,185,150,179,2233,448,61,2643,103,2389,357,Karimnagar,Sep,Q2,2019
169,2019-09-01,1281,311,0,0,1265,51,63,119,94,1443,125,20,1522,70,1437,155,Jayashankar Bhupalpally,Sep,Q2,2019
170,2019-09-01,2332,652,0,2,2225,249,208,58,246,2458,475,53,2882,104,2547,439,Mahabubnagar,Sep,Q2,2019
171,2019-09-01,2343,510,2,2,2260,198,114,98,187,2510,302,45,2704,153,2569,288,Siddipet,Sep,Q2,2019
172,2019-09-01,1246,483,0,2,1211,103,84,122,211,1510,204,17,1669,62,1451,280,Nagarkurnool,Sep,Q2,2019
173,2019-09-01,1084,285,0,22,1038,100,87,65,101,1178,191,22,1359,32,1211,180,Nirmal,Sep,Q2,2019
174,2019-09-01,1117,257,0,0,1094,53,62,81,84,1238,124,12,1344,30,1234,140,Jangoan,Sep,Q2,2019
175,2019-09-01,2024,333,0,0,1939,121,68,138,91,2150,191,14,2285,72,2201,156,Jagtial,Sep,Q2,2019
176,2019-09-01,1343,189,0,0,1329,38,28,56,81,1452,71,9,1486,46,1431,101,Jogulamba Gadwal,Sep,Q2,2019
177,2019-09-01,1140,383,2,4,1082,129,79,95,144,1283,206,40,1467,62,1309,220,Peddapalli,Sep,Q2,2019
178,2019-09-01,2271,866,8,2,2184,215,492,77,179,2381,718,48,3020,127,2486,661,Vikarabad,Sep,Q2,2019
179,2019-09-01,1298,389,0,2,1244,102,154,27,162,1401,263,25,1642,47,1378,311,Mancherial,Sep,Q2,2019
180,2019-09-01,2533,760,4,44,2416,229,216,106,374,2826,456,59,3230,111,2767,574,Nalgonda,Sep,Q2,2019
181,2019-10-01,9025,1586,6,6,8524,940,297,345,517,9255,1237,131,10333,290,9831,792,Warangal,Oct,Q3,2019
182,2019-10-01,2742,514,0,4,2632,214,129,38,247,2891,317,52,3210,50,2890,370,Adilabad,Oct,Q3,2019
183,2019-10-01,4662,1041,2,2,4411,457,339,192,308,4835,798,74,5508,199,5072,635,Bhadradri Kothagudem,Oct,Q3,2019
184,2019-10-01,2456,580,0,4,2415,99,151,100,275,2738,280,22,2992,48,2618,422,Mahabubabad,Oct,Q3,2019
185,2019-10-01,6419,1186,2,83,6157,530,356,247,400,6720,888,80,7463,227,6948,742,Khammam,Oct,Q3,2019
186,2019-10-01,8201,1686,0,50,7714,947,353,484,439,8548,1264,125,9777,160,9189,748,Nizamabad,Oct,Q3,2019
187,2019-10-01,39689,4059,77,1652,35420,6560,1622,2,1873,36694,7918,861,42073,3404,42074,3403,Hyderabad,Oct,Q3,2019
188,2019-10-01,2365,909,0,0,2230,291,214,162,377,2717,528,29,3191,83,2685,589,Medak,Oct,Q3,2019
189,2019-10-01,7927,1855,12,24,7033,1546,430,100,709,7626,1977,211,9305,513,8718,1100,Sangareddy,Oct,Q3,2019
190,2019-10-01,32104,5270,94,43,27869,7205,0,28,2409,29579,6946,978,35033,2478,35218,2293,Medchal_Malkajgiri,Oct,Q3,2019
191,2019-10-01,3056,969,0,166,2922,343,284,244,398,3519,632,40,4100,91,3535,656,Yadadri Bhuvanagiri,Oct,Q3,2019
192,2019-10-01,1260,421,0,0,1248,44,176,20,193,1437,226,18,1659,22,1314,367,Kumurambheem Asifabad,Oct,Q3,2019
193,2019-10-01,5354,1218,0,1,5178,337,151,418,489,5983,505,85,6438,135,5943,630,Suryapet,Oct,Q3,2019
194,2019-10-01,2666,665,0,21,2541,239,136,208,228,2942,386,24,3269,83,3012,340,Nirmal,Oct,Q3,2019
195,2019-10-01,3050,813,11,1,2939,264,288,73,311,3247,574,54,3752,123,3283,592,Mancherial,Oct,Q3,2019
196,2019-10-01,4776,1643,8,0,4513,547,820,190,357,4966,1383,78,6235,192,5271,1156,Vikarabad,Oct,Q3,2019
197,2019-10-01,3327,697,0,6,3150,292,141,201,246,3509,469,52,3916,114,3649,381,Peddapalli,Oct,Q3,2019
198,2019-10-01,2692,308,0,0,2660,69,56,97,118,2849,141,10,2935,65,2837,163,Jogulamba Gadwal,Oct,Q3,2019
199,2019-10-01,4152,834,0,0,3982,282,123,358,241,4549,392,45,4829,157,4638,348,Jagtial,Oct,Q3,2019
200,2019-10-01,3096,793,0,0,2997,217,89,283,303,3526,334,29,3825,64,3522,367,Nagarkurnool,Oct,Q3,2019
201,2019-10-01,4206,974,0,4,4013,430,101,296,344,4557,564,63,5051,133,4753,431,Siddipet,Oct,Q3,2019
202,2019-10-01,6878,1349,14,2,6638,477,341,242,545,7289,867,87,8079,164,7377,866,Mahabubnagar,Oct,Q3,2019
203,2019-10-01,2153,578,0,0,2082,117,74,290,168,2509,208,12,2693,38,2494,237,Jayashankar Bhupalpally,Oct,Q3,2019
204,2019-10-01,2197,529,4,0,2135,118,84,207,186,2486,217,27,2681,49,2472,258,Jangoan,Oct,Q3,2019
205,2019-10-01,2723,534,0,0,2653,119,70,167,248,3023,223,11,3207,50,2942,315,Rajanna Sircilla,Oct,Q3,2019
206,2019-10-01,3800,689,0,12,3643,274,120,197,267,4029,408,64,4413,88,4134,367,Kamareddy,Oct,Q3,2019
207,2019-10-01,3059,493,0,2,3002,128,107,156,161,3289,249,16,3482,72,3297,257,Wanaparthy,Oct,Q3,2019
208,2019-10-01,7788,1564,0,31,7493,578,256,520,536,8453,859,71,9186,197,8609,774,Nalgonda,Oct,Q3,2019
209,2019-10-01,31646,4665,120,29,25527,7617,0,44,3272,28023,7496,935,33786,2674,33305,3155,Rangareddy,Oct,Q3,2019
210,2019-10-01,5555,1086,2,37,5186,666,235,277,316,5689,896,95,6442,238,6148,532,Karimnagar,Oct,Q3,2019
